,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
140,41,Last Christmas,Wham!,2,2017-01-08,2017-01-08
141,42,You Was Right,Lil Uzi Vert,25,2017-01-08,2017-01-08
142,43,No Heart,21 Savage & Metro Boomin,10,2017-01-08,2017-01-08
143,44,Water Under The Bridge,Adele,8,2017-01-08,2017-01-08
144,45,May We All,Florida Georgia Line ft. Tim McGraw,18,2017-01-08,2017-01-08
145,46,Deja Vu,J. Cole,3,2017-01-08,2017-01-08
146,47,Faith,George Michael,21,2017-01-08,2017-01-08
147,48,Wanna Be That Song,Brett Eldredge,13,2017-01-08,2017-01-08
148,49,How Far I'll Go,Auli'i Cravalho,5,2017-01-08,2017-01-08
149,50,Say You Won't Let Go,James Arthur,10,2017-01-08,2017-01-08
150,51,Selfish,PnB Rock,8,2017-01-08,2017-01-08
151,52,Used To This,Future ft. Drake,8,2017-01-08,2017-01-08
152,53,Party Monster,The Weeknd,6,2017-01-08,2017-01-08
153,54,Dirty Laundry,Carrie Underwood,11,2017-01-08,2017-01-08
154,55,Better Man,Little Big Town,9,2017-01-08,2017-01-08
155,56,Too Much Sauce,DJ ESCO ft. Future & Lil Uzi Vert,19,2017-01-08,2017-01-08
156,57,Both,Gucci Mane ft. Drake,2,2017-01-08,2017-01-08
157,58,Party,Chris Brown ft. Usher & Gucci Mane,2,2017-01-08,2017-01-08
158,59,Star Of The Show,Thomas Rhett,9,2017-01-08,2017-01-08
159,60,A Guy With A Girl,Blake Shelton,7,2017-01-08,2017-01-08
160,61,Neighbors,J. Cole,3,2017-01-08,2017-01-08
161,62,Sleep Without You,Brett Young,16,2017-01-08,2017-01-08
162,63,Chantaje,Shakira ft. Maluma,7,2017-01-08,2017-01-08
163,64,Dirt On My Boots,Jon Pardi,4,2017-01-08,2017-01-08
164,65,Pick Up The Phone,Young Thug And Travis Scott ft. Quavo,20,2017-01-08,2017-01-08
165,66,Sneakin',Drake ft. 21 Savage,10,2017-01-08,2017-01-08
166,67,HandClap,Fitz And The Tantrums,14,2017-01-08,2017-01-08
167,68,Immortal,J. Cole,3,2017-01-08,2017-01-08
168,69,How Far I'll Go,Alessia Cara,4,2017-01-08,2017-01-08
169,70,How I'll Always Be,Tim McGraw,11,2017-01-08,2017-01-08
170,71,Moves,Big Sean,1,2017-01-08,2017-01-08
171,72,Song For Another Time,Old Dominion,14,2017-01-08,2017-01-08
172,73,You're Welcome,Dwayne Johnson,5,2017-01-08,2017-01-08
173,74,OTW,DJ Luke Nasty,2,2017-01-08,2017-01-08
174,75,Red Opps,21 Savage,2,2017-01-08,2017-01-08
175,76,Swang,Rae Sremmurd,2,2017-01-08,2017-01-08
176,77,Make Me (Cry),Noah Cyrus ft. Labrinth,3,2017-01-08,2017-01-08
177,78,Rockabye,Clean Bandit ft. Sean Paul & Anne-Marie,4,2017-01-08,2017-01-08
178,79,Seein' Red,Dustin Lynch,1,2017-01-08,2017-01-08
179,80,iSpy,KYLE ft. Lil Yachty,1,2017-01-08,2017-01-08
180,81,Play That Song,Train,5,2017-01-08,2017-01-08
181,82,Kill A Word,Eric Church ft. Rhiannon Giddens,3,2017-01-08,2017-01-08
182,83,Million Reasons,Lady Gaga,8,2017-01-08,2017-01-08
183,84,Alone,Marshmello,5,2017-01-08,2017-01-08
184,85,Goosebumps,Travis Scott,8,2017-01-08,2017-01-08
185,86,My Sh*t,A Boogie Wit da Hoodie,10,2017-01-08,2017-01-08
186,87,Redbone,Childish Gambino,5,2017-01-08,2017-01-08
187,88,All We Know,The Chainsmokers ft. Phoebe Ryan,13,2017-01-08,2017-01-08
188,89,Parachute,Chris Stapleton,2,2017-01-08,2017-01-08
189,90,Think A Little Less,Michael Ray,1,2017-01-08,2017-01-08
190,91,80s Mercedes,Maren Morris,7,2017-01-08,2017-01-08
191,92,Fresh Eyes,Andy Grammer,13,2017-01-08,2017-01-08
192,93,Just Hold On,Steve Aoki & Louis Tomlinson,3,2017-01-08,2017-01-08
193,94,Sex With Me,Rihanna,9,2017-01-08,2017-01-08
194,95,No Flockin,Kodak Black,1,2017-01-08,2017-01-08
195,96,Timeless,A Boogie Wit da Hoodie ft. DJ SPINKING,1,2017-01-08,2017-01-08
196,97,Black Barbies,Nicki Minaj X Mike WiLL Made-It,2,2017-01-08,2017-01-08
197,98,Way Down We Go,KALEO,1,2017-01-08,2017-01-08
198,99,Hate U Love U,Olivia O'Brien,1,2017-01-08,2017-01-08
199,100,Shaky Shaky,Daddy Yankee,1,2017-01-08,2017-01-08
200,1,Bad And Boujee,Migos ft. Lil Uzi Vert,8,2017-01-15,2017-01-15
201,2,Black Beatles,Rae Sremmurd ft. Gucci Mane,17,2017-01-15,2017-01-15
202,3,Closer,The Chainsmokers ft. Halsey,23,2017-01-15,2017-01-15
203,4,Starboy,The Weeknd ft. Daft Punk,16,2017-01-15,2017-01-15
204,5,24K Magic,Bruno Mars,13,2017-01-15,2017-01-15
205,6,Side To Side,Ariana Grande ft. Nicki Minaj,19,2017-01-15,2017-01-15
206,7,Don't Wanna Know,Maroon 5 ft. Kendrick Lamar,13,2017-01-15,2017-01-15
207,8,Let Me Love You,DJ Snake ft. Justin Bieber,22,2017-01-15,2017-01-15
208,9,Fake Love,Drake,11,2017-01-15,2017-01-15
209,10,Bad Things,Machine Gun Kelly x Camila Cabello,10,2017-01-15,2017-01-15
210,11,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,15,2017-01-15,2017-01-15
211,12,Scars To Your Beautiful,Alessia Cara,19,2017-01-15,2017-01-15
212,13,Heathens,twenty one pilots,29,2017-01-15,2017-01-15
213,14,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,4,2017-01-15,2017-01-15
214,15,Broccoli,D.R.A.M. ft. Lil Yachty,30,2017-01-15,2017-01-15
215,16,Caroline,Amine,18,2017-01-15,2017-01-15
216,17,Starving,Hailee Steinfeld & Grey ft. Zedd,23,2017-01-15,2017-01-15
217,18,Bounce Back,Big Sean,9,2017-01-15,2017-01-15
218,19,Mercy,Shawn Mendes,16,2017-01-15,2017-01-15
219,20,Can't Stop The Feeling!,Justin Timberlake,35,2017-01-15,2017-01-15
220,21,Love On The Brain,Rihanna,12,2017-01-15,2017-01-15
221,22,All Time Low,Jon Bellion,13,2017-01-15,2017-01-15
222,23,Treat You Better,Shawn Mendes,31,2017-01-15,2017-01-15
223,24,OOOUUU,Young M.A,19,2017-01-15,2017-01-15
224,25,I Feel It Coming,The Weeknd ft. Daft Punk,7,2017-01-15,2017-01-15
225,26,Cheap Thrills,Sia ft. Sean Paul,47,2017-01-15,2017-01-15
226,27,This Town,Niall Horan,15,2017-01-15,2017-01-15
227,28,In The Name Of Love,Martin Garrix & Bebe Rexha,21,2017-01-15,2017-01-15
228,29,Don't Let Me Down,The Chainsmokers ft. Daya,47,2017-01-15,2017-01-15
229,30,Blue Ain't Your Color,Keith Urban,17,2017-01-15,2017-01-15
230,31,Love Me Now,John Legend,11,2017-01-15,2017-01-15
231,32,The Greatest,Sia ft. Kendrick Lamar,18,2017-01-15,2017-01-15
232,33,I Hate U I Love U,gnash ft. Olivia O'Brien,38,2017-01-15,2017-01-15
233,34,Cold Water,Major Lazer ft. Justin Bieber & MO,24,2017-01-15,2017-01-15
234,35,Chill Bill,Rob $tone ft. J. Davi$ & Spooks,23,2017-01-15,2017-01-15
235,36,X,21 Savage & Metro Boomin ft. Future,17,2017-01-15,2017-01-15
236,37,Say You Won't Let Go,James Arthur,11,2017-01-15,2017-01-15
237,38,Water Under The Bridge,Adele,9,2017-01-15,2017-01-15
238,39,Unsteady,X Ambassadors,34,2017-01-15,2017-01-15
239,40,You Was Right,Lil Uzi Vert,26,2017-01-15,2017-01-15
240,41,How Far I'll Go,Auli'i Cravalho,6,2017-01-15,2017-01-15
241,42,May We All,Florida Georgia Line ft. Tim McGraw,19,2017-01-15,2017-01-15
242,43,No Heart,21 Savage & Metro Boomin,11,2017-01-15,2017-01-15
243,44,Better Man,Little Big Town,10,2017-01-15,2017-01-15
244,45,Used To This,Future ft. Drake,9,2017-01-15,2017-01-15
245,46,Wanna Be That Song,Brett Eldredge,14,2017-01-15,2017-01-15
246,47,Deja Vu,J. Cole,4,2017-01-15,2017-01-15
247,48,Dirty Laundry,Carrie Underwood,12,2017-01-15,2017-01-15
248,49,Party Monster,The Weeknd,7,2017-01-15,2017-01-15
249,50,Too Much Sauce,DJ ESCO ft. Future & Lil Uzi Vert,20,2017-01-15,2017-01-15
250,51,Chantaje,Shakira ft. Maluma,8,2017-01-15,2017-01-15
251,52,Both,Gucci Mane ft. Drake,3,2017-01-15,2017-01-15
252,53,Party,Chris Brown ft. Usher & Gucci Mane,3,2017-01-15,2017-01-15
253,54,A Guy With A Girl,Blake Shelton,8,2017-01-15,2017-01-15
254,55,Make Me (Cry),Noah Cyrus ft. Labrinth,4,2017-01-15,2017-01-15
255,56,HandClap,Fitz And The Tantrums,15,2017-01-15,2017-01-15
256,57,Star Of The Show,Thomas Rhett,10,2017-01-15,2017-01-15
257,58,How Far I'll Go,Alessia Cara,5,2017-01-15,2017-01-15
258,59,Dirt On My Boots,Jon Pardi,5,2017-01-15,2017-01-15
259,60,Selfish,PnB Rock,9,2017-01-15,2017-01-15
260,61,Rockabye,Clean Bandit ft. Sean Paul & Anne-Marie,5,2017-01-15,2017-01-15
261,62,iSpy,KYLE ft. Lil Yachty,2,2017-01-15,2017-01-15
262,63,Sneakin',Drake ft. 21 Savage,11,2017-01-15,2017-01-15
263,64,Neighbors,J. Cole,4,2017-01-15,2017-01-15
264,65,You're Welcome,Dwayne Johnson,6,2017-01-15,2017-01-15
265,66,Song For Another Time,Old Dominion,15,2017-01-15,2017-01-15
266,67,Sleep Without You,Brett Young,17,2017-01-15,2017-01-15
267,68,Play That Song,Train,6,2017-01-15,2017-01-15
268,69,Seein' Red,Dustin Lynch,2,2017-01-15,2017-01-15
269,70,How I'll Always Be,Tim McGraw,12,2017-01-15,2017-01-15
270,71,Swang,Rae Sremmurd,3,2017-01-15,2017-01-15
271,72,Alone,Marshmello,6,2017-01-15,2017-01-15
272,73,OTW,DJ Luke Nasty,3,2017-01-15,2017-01-15
273,74,80s Mercedes,Maren Morris,8,2017-01-15,2017-01-15
274,75,Red Opps,21 Savage,3,2017-01-15,2017-01-15
275,76,Goosebumps,Travis Scott,9,2017-01-15,2017-01-15
276,77,Moves,Big Sean,2,2017-01-15,2017-01-15
277,78,Parachute,Chris Stapleton,3,2017-01-15,2017-01-15
278,79,Kill A Word,Eric Church ft. Rhiannon Giddens,4,2017-01-15,2017-01-15
279,80,All We Know,The Chainsmokers ft. Phoebe Ryan,14,2017-01-15,2017-01-15
280,81,Redbone,Childish Gambino,6,2017-01-15,2017-01-15
281,82,Immortal,J. Cole,4,2017-01-15,2017-01-15
282,83,Sex With Me,Rihanna,10,2017-01-15,2017-01-15
283,84,Hallelujah,Pentatonix,11,2017-01-15,2017-01-15
284,85,Way Down We Go,KALEO,2,2017-01-15,2017-01-15
285,86,Million Reasons,Lady Gaga,9,2017-01-15,2017-01-15
286,87,Think A Little Less,Michael Ray,2,2017-01-15,2017-01-15
287,88,Shaky Shaky,Daddy Yankee,2,2017-01-15,2017-01-15
288,89,Timeless,A Boogie Wit da Hoodie ft. DJ SPINKING,2,2017-01-15,2017-01-15
289,90,Congratulations,Post Malone ft. Quavo,2,2017-01-15,2017-01-15
290,91,Fresh Eyes,Andy Grammer,14,2017-01-15,2017-01-15
291,92,Sober Saturday Night,Chris Young ft. Vince Gill,1,2017-01-15,2017-01-15
292,93,Beibs In The Trap,Travis Scott,1,2017-01-15,2017-01-15
293,94,I Got You,Bebe Rexha,1,2017-01-15,2017-01-15
294,95,The Weekend,Brantley Gilbert,1,2017-01-15,2017-01-15
295,96,My Sh*t,A Boogie Wit da Hoodie,11,2017-01-15,2017-01-15
296,97,Key To The Streets,YFN Lucci ft. Migos & Trouble,11,2017-01-15,2017-01-15
297,98,We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,2,2017-01-15,2017-01-15
298,99,Just Hold On,Steve Aoki & Louis Tomlinson,4,2017-01-15,2017-01-15
299,100,Water,Ugly God,1,2017-01-15,2017-01-15
300,1,Shape Of You,Ed Sheeran,1,2017-01-22,2017-01-22
301,2,Bad And Boujee,Migos ft. Lil Uzi Vert,9,2017-01-22,2017-01-22
302,3,Black Beatles,Rae Sremmurd ft. Gucci Mane,18,2017-01-22,2017-01-22
303,4,Starboy,The Weeknd ft. Daft Punk,17,2017-01-22,2017-01-22
304,5,Closer,The Chainsmokers ft. Halsey,24,2017-01-22,2017-01-22
305,6,Castle On The Hill,Ed Sheeran,1,2017-01-22,2017-01-22
306,7,24K Magic,Bruno Mars,14,2017-01-22,2017-01-22
307,8,Don't Wanna Know,Maroon 5 ft. Kendrick Lamar,14,2017-01-22,2017-01-22
308,9,Side To Side,Ariana Grande ft. Nicki Minaj,20,2017-01-22,2017-01-22
309,10,Bad Things,Machine Gun Kelly x Camila Cabello,11,2017-01-22,2017-01-22
310,11,Fake Love,Drake,12,2017-01-22,2017-01-22
311,12,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,5,2017-01-22,2017-01-22
312,13,Scars To Your Beautiful,Alessia Cara,20,2017-01-22,2017-01-22
313,14,Let Me Love You,DJ Snake ft. Justin Bieber,23,2017-01-22,2017-01-22
314,15,Caroline,Amine,19,2017-01-22,2017-01-22
315,16,Bounce Back,Big Sean,10,2017-01-22,2017-01-22
316,17,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,16,2017-01-22,2017-01-22
317,18,Heathens,twenty one pilots,30,2017-01-22,2017-01-22
318,19,Love On The Brain,Rihanna,13,2017-01-22,2017-01-22
319,20,Broccoli,D.R.A.M. ft. Lil Yachty,31,2017-01-22,2017-01-22
320,21,Starving,Hailee Steinfeld & Grey ft. Zedd,24,2017-01-22,2017-01-22
321,22,I Feel It Coming,The Weeknd ft. Daft Punk,8,2017-01-22,2017-01-22
322,23,Mercy,Shawn Mendes,17,2017-01-22,2017-01-22
323,24,All Time Low,Jon Bellion,14,2017-01-22,2017-01-22
324,25,Can't Stop The Feeling!,Justin Timberlake,36,2017-01-22,2017-01-22
325,26,Treat You Better,Shawn Mendes,32,2017-01-22,2017-01-22
326,27,Cheap Thrills,Sia ft. Sean Paul,48,2017-01-22,2017-01-22
327,28,This Town,Niall Horan,16,2017-01-22,2017-01-22
328,29,Blue Ain't Your Color,Keith Urban,18,2017-01-22,2017-01-22
329,30,Love Me Now,John Legend,12,2017-01-22,2017-01-22
330,31,Say You Won't Let Go,James Arthur,12,2017-01-22,2017-01-22
331,32,Don't Let Me Down,The Chainsmokers ft. Daya,48,2017-01-22,2017-01-22
332,33,Water Under The Bridge,Adele,10,2017-01-22,2017-01-22
333,34,In The Name Of Love,Martin Garrix & Bebe Rexha,22,2017-01-22,2017-01-22
334,35,The Greatest,Sia ft. Kendrick Lamar,19,2017-01-22,2017-01-22
335,36,X,21 Savage & Metro Boomin ft. Future,18,2017-01-22,2017-01-22
336,37,Chill Bill,Rob $tone ft. J. Davi$ & Spooks,24,2017-01-22,2017-01-22
337,38,Cold Water,Major Lazer ft. Justin Bieber & MO,25,2017-01-22,2017-01-22
338,39,OOOUUU,Young M.A,20,2017-01-22,2017-01-22
339,40,You Was Right,Lil Uzi Vert,27,2017-01-22,2017-01-22
340,41,I Hate U I Love U,gnash ft. Olivia O'Brien,39,2017-01-22,2017-01-22
341,42,iSpy,KYLE ft. Lil Yachty,3,2017-01-22,2017-01-22
342,43,Better Man,Little Big Town,11,2017-01-22,2017-01-22
343,44,Both,Gucci Mane ft. Drake,4,2017-01-22,2017-01-22
344,45,Party,Chris Brown ft. Usher & Gucci Mane,4,2017-01-22,2017-01-22
345,46,No Heart,21 Savage & Metro Boomin,12,2017-01-22,2017-01-22
346,47,Party Monster,The Weeknd,8,2017-01-22,2017-01-22
347,48,Deja Vu,J. Cole,5,2017-01-22,2017-01-22
348,49,Dirty Laundry,Carrie Underwood,13,2017-01-22,2017-01-22
349,50,Used To This,Future ft. Drake,10,2017-01-22,2017-01-22
350,51,Rockabye,Clean Bandit ft. Sean Paul & Anne-Marie,6,2017-01-22,2017-01-22
351,52,May We All,Florida Georgia Line ft. Tim McGraw,20,2017-01-22,2017-01-22
352,53,A Guy With A Girl,Blake Shelton,9,2017-01-22,2017-01-22
353,54,Chantaje,Shakira ft. Maluma,9,2017-01-22,2017-01-22
354,55,HandClap,Fitz And The Tantrums,16,2017-01-22,2017-01-22
355,56,Star Of The Show,Thomas Rhett,11,2017-01-22,2017-01-22
